Journal,ISSN,eISSN,Category,IF,Quartile,Edition
TRENDS IN BIOTECHNOLOGY,0167-7799,1879-3096,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,21.942,Q1,SCIE
Annual Review of Public Health,0163-7525,1545-2093,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",21.87,Q1,SCIE
Annual Review of Public Health,0163-7525,1545-2093," PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",21.87,Q1,SSCI
Carbon Energy,,2637-9368,"CHEMISTRY, PHYSICAL",21.556,Q1,SCIE
Carbon Energy,,2637-9368," MATERIALS SCIENCE, MULTIDISCIPLINARY",21.556,Q1,SCIE
Carbon Energy,,2637-9368, NANOSCIENCE & NANOTECHNOLOGY,21.556,Q1,SCIE
Carbon Energy,,2637-9368, ENERGY & FUELS,21.556,Q1,SCIE
Nature Geoscience,1752-0894,1752-0908,"GEOSCIENCES, MULTIDISCIPLINARY",21.531,Q1,SCIE
BEHAVIORAL AND BRAIN SCIENCES,0140-525X,1469-1825,NEUROSCIENCES,21.357,Q1,SCIE
BEHAVIORAL AND BRAIN SCIENCES,0140-525X,1469-1825, BEHAVIORAL SCIENCES,21.357,Q1,SCIE
BEHAVIORAL AND BRAIN SCIENCES,0140-525X,1469-1825," PSYCHOLOGY, BIOLOGICAL",21.357,Q1,SSCI
Eurosurveillance,1025-496X,1560-7917,INFECTIOUS DISEASES,21.286,Q1,SCIE
TRENDS IN CELL BIOLOGY,0962-8924,1879-3088,CELL BIOLOGY,21.167,Q1,SCIE
CLINICAL INFECTIOUS DISEASES,1058-4838,1537-6591,IMMUNOLOGY,20.999,Q1,SCIE
CLINICAL INFECTIOUS DISEASES,1058-4838,1537-6591, INFECTIOUS DISEASES,20.999,Q1,SCIE
CLINICAL INFECTIOUS DISEASES,1058-4838,1537-6591, MICROBIOLOGY,20.999,Q1,SCIE
Energy Storage Materials,2405-8297,2405-8297,"MATERIALS SCIENCE, MULTIDISCIPLINARY",20.831,Q1,SCIE
Energy Storage Materials,2405-8297,2405-8297," CHEMISTRY, PHYSICAL",20.831,Q1,SCIE
Energy Storage Materials,2405-8297,2405-8297, NANOSCIENCE & NANOTECHNOLOGY,20.831,Q1,SCIE
JOURNAL OF MEDICAL VIROLOGY,0146-6615,1096-9071,VIROLOGY,20.693,Q1,SCIE
TRENDS IN ECOLOGY & EVOLUTION,0169-5347,1872-8383,EVOLUTIONARY BIOLOGY,20.589,Q1,SCIE
TRENDS IN ECOLOGY & EVOLUTION,0169-5347,1872-8383, GENETICS & HEREDITY,20.589,Q1,SCIE
TRENDS IN ECOLOGY & EVOLUTION,0169-5347,1872-8383, ECOLOGY,20.589,Q1,SCIE
Science Bulletin,2095-9273,2095-9281,MULTIDISCIPLINARY SCIENCES,20.577,Q1,SCIE
Travel Medicine and Infectious Disease,1477-8939,1873-0442,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",20.441,Q1,SCIE
Travel Medicine and Infectious Disease,1477-8939,1873-0442, INFECTIOUS DISEASES,20.441,Q1,SCIE
Nature Food,,2662-1355,FOOD SCIENCE & TECHNOLOGY,20.43,Q1,SCIE
Light-Science & Applications,2047-7538,2047-7538,OPTICS,20.257,Q1,SCIE
Journal of Thoracic Oncology,1556-0864,1556-1380,ONCOLOGY,20.121,Q1,SCIE
Journal of Thoracic Oncology,1556-0864,1556-1380, RESPIRATORY SYSTEM,20.121,Q1,SCIE
Matter,2590-2393,2590-2385,"MATERIALS SCIENCE, MULTIDISCIPLINARY",19.967,Q1,SCIE
ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028,"MATERIALS SCIENCE, MULTIDISCIPLINARY",19.924,Q1,SCIE
ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028," PHYSICS, CONDENSED MATTER",19.924,Q1,SCIE
ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028, NANOSCIENCE & NANOTECHNOLOGY,19.924,Q1,SCIE
ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028," PHYSICS, APPLIED",19.924,Q1,SCIE
ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028," CHEMISTRY, MULTIDISCIPLINARY",19.924,Q1,SCIE
ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028," CHEMISTRY, PHYSICAL",19.924,Q1,SCIE
Nature Metabolism,,2522-5812,ENDOCRINOLOGY & METABOLISM,19.865,Q1,SCIE
PhotoniX,,2662-1991,OPTICS,19.818,Q1,SCIE
Annual Review of Biophysics,1936-122X,1936-1238,BIOPHYSICS,19.763,Q1,SCIE
TRENDS IN IMMUNOLOGY,1471-4906,1471-4981,IMMUNOLOGY,19.709,Q1,SCIE
PROGRESS IN RETINAL AND EYE RESEARCH,1350-9462,1873-1635,OPHTHALMOLOGY,19.704,Q1,SCIE
Nature Physics,1745-2473,1745-2481,"PHYSICS, MULTIDISCIPLINARY",19.684,Q1,SCIE
Emerging Microbes & Infections,,2222-1751,MICROBIOLOGY,19.568,Q1,SCIE
Emerging Microbes & Infections,,2222-1751, INFECTIOUS DISEASES,19.568,Q1,SCIE
Emerging Microbes & Infections,,2222-1751, IMMUNOLOGY,19.568,Q1,SCIE
Applied Physics Reviews,1931-9401,1931-9401,"PHYSICS, APPLIED",19.527,Q1,SCIE
JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238,"MEDICINE, RESEARCH & EXPERIMENTAL",19.456,Q1,SCIE
CRITICAL CARE,1364-8535,1466-609X,CRITICAL CARE MEDICINE,19.334,Q1,SCIE
MOLECULAR CELL,1097-2765,1097-4164,CELL BIOLOGY,19.328,Q1,SCIE
MOLECULAR CELL,1097-2765,1097-4164, BIOCHEMISTRY & MOLECULAR BIOLOGY,19.328,Q1,SCIE
Science Translational Medicine,1946-6234,1946-6242,CELL BIOLOGY,19.319,Q1,SCIE
Science Translational Medicine,1946-6234,1946-6242," MEDICINE, RESEARCH & EXPERIMENTAL",19.319,Q1,SCIE
AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,1535-7228,PSYCHIATRY,19.242,Q1,SSCI
AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,1535-7228, PSYCHIATRY,19.242,Q1,SCIE
Academy of Management Annals,1941-6520,1941-6067,MANAGEMENT,19.241,Q1,SSCI
Academy of Management Annals,1941-6520,1941-6067, BUSINESS,19.241,Q1,SSCI
BRAIN BEHAVIOR AND IMMUNITY,0889-1591,1090-2139,NEUROSCIENCES,19.227,Q1,SCIE
BRAIN BEHAVIOR AND IMMUNITY,0889-1591,1090-2139, IMMUNOLOGY,19.227,Q1,SCIE
BRAIN BEHAVIOR AND IMMUNITY,0889-1591,1090-2139, PSYCHIATRY,19.227,Q1,SCIE
Trends in Cancer,2405-8025,2405-8033,ONCOLOGY,19.161,Q1,SCIE
NUCLEIC ACIDS RESEARCH,0305-1048,1362-4962,BIOCHEMISTRY & MOLECULAR BIOLOGY,19.16,Q1,SCIE
IEEE Transactions on Cybernetics,2168-2267,2168-2275,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",19.118,Q1,SCIE
IEEE Transactions on Cybernetics,2168-2267,2168-2275," COMPUTER SCIENCE, CYBERNETICS",19.118,Q1,SCIE
IEEE Transactions on Cybernetics,2168-2267,2168-2275, AUTOMATION & CONTROL SYSTEMS,19.118,Q1,SCIE
Nature Ecology & Evolution,2397-334X,2397-334X,ECOLOGY,19.1,Q1,SCIE
Nature Ecology & Evolution,2397-334X,2397-334X, EVOLUTIONARY BIOLOGY,19.1,Q1,SCIE
Nano Energy,2211-2855,2211-3282,"CHEMISTRY, PHYSICAL",19.069,Q1,SCIE
Nano Energy,2211-2855,2211-3282," MATERIALS SCIENCE, MULTIDISCIPLINARY",19.069,Q1,SCIE
Nano Energy,2211-2855,2211-3282," PHYSICS, APPLIED",19.069,Q1,SCIE
Nano Energy,2211-2855,2211-3282, NANOSCIENCE & NANOTECHNOLOGY,19.069,Q1,SCIE
QUARTERLY JOURNAL OF ECONOMICS,0033-5533,1531-4650,ECONOMICS,19.013,Q1,SSCI
KIDNEY INTERNATIONAL,0085-2538,1523-1755,UROLOGY & NEPHROLOGY,18.998,Q1,SCIE
Nano Today,1748-0132,1878-044X,"CHEMISTRY, MULTIDISCIPLINARY",18.962,Q1,SCIE
Nano Today,1748-0132,1878-044X," MATERIALS SCIENCE, MULTIDISCIPLINARY",18.962,Q1,SCIE
Nano Today,1748-0132,1878-044X, NANOSCIENCE & NANOTECHNOLOGY,18.962,Q1,SCIE
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,0268-4012,1873-4707,INFORMATION SCIENCE & LIBRARY SCIENCE,18.958,Q1,SSCI
PHARMACOLOGICAL REVIEWS,0031-6997,1521-0081,PHARMACOLOGY & PHARMACY,18.923,Q1,SCIE
Molecular Neurodegeneration,,1750-1326,NEUROSCIENCES,18.879,Q1,SCIE
ACS Central Science,2374-7943,2374-7951,"CHEMISTRY, MULTIDISCIPLINARY",18.728,Q1,SCIE
NEURON,0896-6273,1097-4199,NEUROSCIENCES,18.688,Q1,SCIE
BRITISH JOURNAL OF SPORTS MEDICINE,0306-3674,1473-0480,SPORT SCIENCES,18.473,Q1,SCIE
NATURE STRUCTURAL & MOLECULAR BIOLOGY,1545-9993,1545-9985,BIOPHYSICS,18.361,Q1,SCIE
NATURE STRUCTURAL & MOLECULAR BIOLOGY,1545-9993,1545-9985, BIOCHEMISTRY & MOLECULAR BIOLOGY,18.361,Q1,SCIE
NATURE STRUCTURAL & MOLECULAR BIOLOGY,1545-9993,1545-9985, CELL BIOLOGY,18.361,Q1,SCIE
TRENDS IN MICROBIOLOGY,0966-842X,1878-4380,BIOCHEMISTRY & MOLECULAR BIOLOGY,18.23,Q1,SCIE
TRENDS IN MICROBIOLOGY,0966-842X,1878-4380, MICROBIOLOGY,18.23,Q1,SCIE
ACS Nano,1936-0851,1936-086X,"CHEMISTRY, MULTIDISCIPLINARY",18.027,Q1,SCIE
ACS Nano,1936-0851,1936-086X," CHEMISTRY, PHYSICAL",18.027,Q1,SCIE
ACS Nano,1936-0851,1936-086X," MATERIALS SCIENCE, MULTIDISCIPLINARY",18.027,Q1,SCIE
ACS Nano,1936-0851,1936-086X, NANOSCIENCE & NANOTECHNOLOGY,18.027,Q1,SCIE
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,0141-0768,1758-1095,"MEDICINE, GENERAL & INTERNAL",18.0,Q1,SCIE
Annual Review of Environment and Resources,1543-5938,1545-2050,ENVIRONMENTAL STUDIES,17.909,Q1,SSCI
Annual Review of Environment and Resources,1543-5938,1545-2050, ENVIRONMENTAL SCIENCES,17.909,Q1,SCIE
GENOME BIOLOGY,1474-760X,1474-760X,GENETICS & HEREDITY,17.906,Q1,SCIE
GENOME BIOLOGY,1474-760X,1474-760X, BIOTECHNOLOGY & APPLIED MICROBIOLOGY,17.906,Q1,SCIE
ADVANCED DRUG DELIVERY REVIEWS,0169-409X,1872-8294,PHARMACOLOGY & PHARMACY,17.873,Q1,SCIE
REPORTS ON PROGRESS IN PHYSICS,0034-4885,1361-6633,"PHYSICS, MULTIDISCIPLINARY",17.802,Q1,SCIE
Annual Review of Nuclear and Particle Science,0163-8998,1545-4134,"PHYSICS, PARTICLES & FIELDS",17.727,Q1,SCIE
Annual Review of Nuclear and Particle Science,0163-8998,1545-4134," PHYSICS, NUCLEAR",17.727,Q1,SCIE
Nature Communications,,2041-1723,MULTIDISCIPLINARY SCIENCES,17.694,Q1,SCIE
BIOTECHNOLOGY ADVANCES,0734-9750,1873-1899,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,17.681,Q1,SCIE
CYTOKINE & GROWTH FACTOR REVIEWS,1359-6101,1879-0305,CELL BIOLOGY,17.66,Q1,SCIE
CYTOKINE & GROWTH FACTOR REVIEWS,1359-6101,1879-0305, BIOCHEMISTRY & MOLECULAR BIOLOGY,17.66,Q1,SCIE
TRENDS IN PHARMACOLOGICAL SCIENCES,0165-6147,1873-3735,PHARMACOLOGY & PHARMACY,17.638,Q1,SCIE
JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,1540-9538,IMMUNOLOGY,17.579,Q1,SCIE
JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,1540-9538," MEDICINE, RESEARCH & EXPERIMENTAL",17.579,Q1,SCIE
Information Fusion,1566-2535,1872-6305,"COMPUTER SCIENCE, THEORY & METHODS",17.564,Q1,SCIE
Information Fusion,1566-2535,1872-6305," COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",17.564,Q1,SCIE
Advanced Science,,2198-3844,NANOSCIENCE & NANOTECHNOLOGY,17.521,Q1,SCIE
Advanced Science,,2198-3844," CHEMISTRY, MULTIDISCIPLINARY",17.521,Q1,SCIE
Advanced Science,,2198-3844," MATERIALS SCIENCE, MULTIDISCIPLINARY",17.521,Q1,SCIE
Advances in Applied Mechanics,0065-2156,,"ENGINEERING, MECHANICAL",17.4,Q1,SCIE
Advances in Applied Mechanics,0065-2156,, MECHANICS,17.4,Q1,SCIE
AUTOIMMUNITY REVIEWS,1568-9972,1873-0183,IMMUNOLOGY,17.39,Q1,SCIE
Nature Plants,2055-026X,2055-0278,PLANT SCIENCES,17.352,Q1,SCIE
EUROPEAN JOURNAL OF HEART FAILURE,1388-9842,1879-0844,CARDIAC & CARDIOVASCULAR SYSTEMS,17.349,Q1,SCIE
Journal of Extracellular Vesicles,,2001-3078,CELL BIOLOGY,17.337,Q1,SCIE
HEPATOLOGY,0270-9139,1527-3350,GASTROENTEROLOGY & HEPATOLOGY,17.298,Q1,SCIE
HUMAN REPRODUCTION UPDATE,1355-4786,1460-2369,REPRODUCTIVE BIOLOGY,17.179,Q1,SCIE
HUMAN REPRODUCTION UPDATE,1355-4786,1460-2369, OBSTETRICS & GYNECOLOGY,17.179,Q1,SCIE
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,1389-5567,1873-2739,"CHEMISTRY, PHYSICAL",17.176,Q1,SCIE
DIABETES CARE,0149-5992,1935-5548,ENDOCRINOLOGY & METABOLISM,17.152,Q1,SCIE
EClinicalMedicine,,2589-5370,"MEDICINE, GENERAL & INTERNAL",17.033,Q1,SCIE
Nature Protocols,1754-2189,1750-2799,BIOCHEMICAL RESEARCH METHODS,17.021,Q1,SCIE
SEMINARS IN CANCER BIOLOGY,1044-579X,1096-3650,ONCOLOGY,17.012,Q1,SCIE
Cell Reports Medicine,2666-3791,2666-3791,"MEDICINE, RESEARCH & EXPERIMENTAL",16.988,Q1,SCIE
Cell Reports Medicine,2666-3791,2666-3791, CELL BIOLOGY,16.988,Q1,SCIE
TRENDS IN NEUROSCIENCES,0166-2236,1878-108X,NEUROSCIENCES,16.978,Q1,SCIE
Bioactive Materials,,2452-199X,"ENGINEERING, BIOMEDICAL",16.874,Q1,SCIE
Bioactive Materials,,2452-199X," MATERIALS SCIENCE, BIOMATERIALS",16.874,Q1,SCIE
CANADIAN MEDICAL ASSOCIATION JOURNAL,0820-3946,1488-2329,"MEDICINE, GENERAL & INTERNAL",16.859,Q1,SCIE
Microbiome,2049-2618,2049-2618,MICROBIOLOGY,16.837,Q1,SCIE
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,1521-3773,"CHEMISTRY, MULTIDISCIPLINARY",16.823,Q1,SCIE
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1364-0321,1879-0690,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,16.799,Q1,SCIE
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1364-0321,1879-0690, ENERGY & FUELS,16.799,Q1,SCIE
CHEMICAL ENGINEERING JOURNAL,1385-8947,1873-3212,"ENGINEERING, ENVIRONMENTAL",16.744,Q1,SCIE
CHEMICAL ENGINEERING JOURNAL,1385-8947,1873-3212," ENGINEERING, CHEMICAL",16.744,Q1,SCIE
JAMA Surgery,2168-6254,2168-6262,SURGERY,16.681,Q1,SCIE
Alzheimers & Dementia,1552-5260,1552-5279,CLINICAL NEUROLOGY,16.655,Q1,SCIE
Annual Review of Marine Science,1941-1405,1941-0611,MARINE & FRESHWATER BIOLOGY,16.561,Q1,SCIE
Annual Review of Marine Science,1941-1405,1941-0611, OCEANOGRAPHY,16.561,Q1,SCIE
Annual Review of Marine Science,1941-1405,1941-0611, GEOCHEMISTRY & GEOPHYSICS,16.561,Q1,SCIE
Mycosphere,2077-7000,2077-7000,MYCOLOGY,16.525,Q1,SCIE
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,1089-778X,1941-0026,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",16.497,Q1,SCIE
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,1089-778X,1941-0026," COMPUTER SCIENCE, THEORY & METHODS",16.497,Q1,SCIE
CURRENT PROBLEMS IN CARDIOLOGY,0146-2806,1535-6280,CARDIAC & CARDIOVASCULAR SYSTEMS,16.464,Q1,SCIE
Annual Review of Pharmacology and Toxicology,0362-1642,1545-4304,TOXICOLOGY,16.459,Q1,SCIE
Annual Review of Pharmacology and Toxicology,0362-1642,1545-4304, PHARMACOLOGY & PHARMACY,16.459,Q1,SCIE
Nature Reviews Urology,1759-4812,1759-4820,UROLOGY & NEPHROLOGY,16.43,Q1,SCIE
Journal of the American Chemical Society,0002-7863,1520-5126,"CHEMISTRY, MULTIDISCIPLINARY",16.383,Q1,SCIE
AMERICAN PSYCHOLOGIST,0003-066X,1935-990X,"PSYCHOLOGY, MULTIDISCIPLINARY",16.358,Q1,SSCI
MOLECULAR ASPECTS OF MEDICINE,0098-2997,1872-9452,"MEDICINE, RESEARCH & EXPERIMENTAL",16.337,Q1,SCIE
MOLECULAR ASPECTS OF MEDICINE,0098-2997,1872-9452, BIOCHEMISTRY & MOLECULAR BIOLOGY,16.337,Q1,SCIE
Annual Review of Earth and Planetary Sciences,0084-6597,1545-4495,ASTRONOMY & ASTROPHYSICS,16.304,Q1,SCIE
Annual Review of Earth and Planetary Sciences,0084-6597,1545-4495," GEOSCIENCES, MULTIDISCIPLINARY",16.304,Q1,SCIE
Annual Review of Microbiology,0066-4227,1545-3251,MICROBIOLOGY,16.232,Q1,SCIE
Nature Chemical Biology,1552-4450,1552-4469,BIOCHEMISTRY & MOLECULAR BIOLOGY,16.174,Q1,SCIE
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,1088-8683,1532-7957,"PSYCHOLOGY, SOCIAL",16.161,Q1,SSCI
EMERGING INFECTIOUS DISEASES,1080-6040,1080-6059,INFECTIOUS DISEASES,16.126,Q1,SCIE
EMERGING INFECTIOUS DISEASES,1080-6040,1080-6059, IMMUNOLOGY,16.126,Q1,SCIE
Lancet HIV,2352-3018,2352-3018,INFECTIOUS DISEASES,16.07,Q1,SCIE
Lancet HIV,2352-3018,2352-3018, IMMUNOLOGY,16.07,Q1,SCIE
JACC-Cardiovascular Imaging,1936-878X,1876-7591,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",16.051,Q1,SCIE
JACC-Cardiovascular Imaging,1936-878X,1876-7591, CARDIAC & CARDIOVASCULAR SYSTEMS,16.051,Q1,SCIE
Annual Review of Medicine,0066-4219,1545-326X,"MEDICINE, RESEARCH & EXPERIMENTAL",16.048,Q1,SCIE
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1538-7933,1538-7836,HEMATOLOGY,16.036,Q1,SCIE
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1538-7933,1538-7836, PERIPHERAL VASCULAR DISEASE,16.036,Q1,SCIE
TRENDS IN FOOD SCIENCE & TECHNOLOGY,0924-2244,1879-3053,FOOD SCIENCE & TECHNOLOGY,16.002,Q1,SCIE
ACTA NEUROPATHOLOGICA,0001-6322,1432-0533,CLINICAL NEUROLOGY,15.887,Q1,SCIE
ACTA NEUROPATHOLOGICA,0001-6322,1432-0533, NEUROSCIENCES,15.887,Q1,SCIE
ACTA NEUROPATHOLOGICA,0001-6322,1432-0533, PATHOLOGY,15.887,Q1,SCIE
Biomaterials Research,1226-4601,2055-7124,"ENGINEERING, BIOMEDICAL",15.863,Q1,SCIE
Biomaterials Research,1226-4601,2055-7124," MATERIALS SCIENCE, BIOMATERIALS",15.863,Q1,SCIE
Advances in Methods and Practices in Psychological Science,2515-2459,2515-2467,"PSYCHOLOGY, MULTIDISCIPLINARY",15.817,Q1,SSCI
Advances in Methods and Practices in Psychological Science,2515-2459,2515-2467, PSYCHOLOGY,15.817,Q1,SCIE
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,1541-4337,FOOD SCIENCE & TECHNOLOGY,15.786,Q1,SCIE
INTERNATIONAL MATERIALS REVIEWS,0950-6608,1743-2804,"MATERIALS SCIENCE, MULTIDISCIPLINARY",15.75,Q1,SCIE
Materials Horizons,2051-6347,2051-6355,"CHEMISTRY, MULTIDISCIPLINARY",15.717,Q1,SCIE
Materials Horizons,2051-6347,2051-6355," MATERIALS SCIENCE, MULTIDISCIPLINARY",15.717,Q1,SCIE
Nature Astronomy,2397-3366,2397-3366,ASTRONOMY & ASTROPHYSICS,15.647,Q1,SCIE
ACTA NUMERICA,0962-4929,1474-0508,MATHEMATICS,15.583,Q1,SCIE
Annual Review of Neuroscience,0147-006X,1545-4126,NEUROSCIENCES,15.553,Q1,SCIE
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,0190-9622,1097-6787,DERMATOLOGY,15.487,Q1,SCIE
Arthritis & Rheumatology,2326-5191,2326-5205,RHEUMATOLOGY,15.483,Q1,SCIE
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0924-8579,1872-7913,PHARMACOLOGY & PHARMACY,15.441,Q1,SCIE
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0924-8579,1872-7913, INFECTIOUS DISEASES,15.441,Q1,SCIE
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0924-8579,1872-7913, MICROBIOLOGY,15.441,Q1,SCIE
Small Methods,2366-9608,2366-9608,NANOSCIENCE & NANOTECHNOLOGY,15.367,Q1,SCIE
Small Methods,2366-9608,2366-9608," MATERIALS SCIENCE, MULTIDISCIPLINARY",15.367,Q1,SCIE
Small Methods,2366-9608,2366-9608," CHEMISTRY, PHYSICAL",15.367,Q1,SCIE
JOURNAL OF MARKETING,0022-2429,1547-7185,BUSINESS,15.36,Q1,SSCI
npj Digital Medicine,2398-6352,2398-6352,HEALTH CARE SCIENCES & SERVICES,15.357,Q1,SCIE
npj Digital Medicine,2398-6352,2398-6352, MEDICAL INFORMATICS,15.357,Q1,SCIE
Protein & Cell,1674-800X,1674-8018,CELL BIOLOGY,15.328,Q1,SCIE
BIOMATERIALS,0142-9612,1878-5905,"MATERIALS SCIENCE, BIOMATERIALS",15.304,Q1,SCIE
BIOMATERIALS,0142-9612,1878-5905," ENGINEERING, BIOMEDICAL",15.304,Q1,SCIE
Cancer Communications,,2523-3548,ONCOLOGY,15.283,Q1,SCIE
TRENDS IN MOLECULAR MEDICINE,1471-4914,1471-499X,"MEDICINE, RESEARCH & EXPERIMENTAL",15.272,Q1,SCIE
TRENDS IN MOLECULAR MEDICINE,1471-4914,1471-499X, BIOCHEMISTRY & MOLECULAR BIOLOGY,15.272,Q1,SCIE
TRENDS IN MOLECULAR MEDICINE,1471-4914,1471-499X, CELL BIOLOGY,15.272,Q1,SCIE
Genome Medicine,1756-994X,1756-994X,GENETICS & HEREDITY,15.266,Q1,SCIE
BRAIN,0006-8950,1460-2156,NEUROSCIENCES,15.255,Q1,SCIE
BRAIN,0006-8950,1460-2156, CLINICAL NEUROLOGY,15.255,Q1,SCIE
IEEE SIGNAL PROCESSING MAGAZINE,1053-5888,1558-0792,"ENGINEERING, ELECTRICAL & ELECTRONIC",15.204,Q1,SCIE
ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,1873-3727,"CHEMISTRY, PHYSICAL",15.19,Q1,SCIE
FEMS MICROBIOLOGY REVIEWS,0168-6445,1574-6976,MICROBIOLOGY,15.177,Q1,SCIE
Small,1613-6810,1613-6829,"PHYSICS, APPLIED",15.153,Q1,SCIE
Small,1613-6810,1613-6829," PHYSICS, CONDENSED MATTER",15.153,Q1,SCIE
Small,1613-6810,1613-6829," MATERIALS SCIENCE, MULTIDISCIPLINARY",15.153,Q1,SCIE
Small,1613-6810,1613-6829, NANOSCIENCE & NANOTECHNOLOGY,15.153,Q1,SCIE
Small,1613-6810,1613-6829," CHEMISTRY, MULTIDISCIPLINARY",15.153,Q1,SCIE
Small,1613-6810,1613-6829," CHEMISTRY, PHYSICAL",15.153,Q1,SCIE
NATURAL PRODUCT REPORTS,0265-0568,1460-4752,"CHEMISTRY, ORGANIC",15.111,Q1,SCIE
NATURAL PRODUCT REPORTS,0265-0568,1460-4752, BIOCHEMISTRY & MOLECULAR BIOLOGY,15.111,Q1,SCIE
NATURAL PRODUCT REPORTS,0265-0568,1460-4752," CHEMISTRY, MEDICINAL",15.111,Q1,SCIE
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,1046-6673,1533-3450,UROLOGY & NEPHROLOGY,14.978,Q1,SCIE
Science Advances,2375-2548,2375-2548,MULTIDISCIPLINARY SCIENCES,14.957,Q1,SCIE
One Earth,2590-3330,2590-3322,ENVIRONMENTAL STUDIES,14.944,Q1,SSCI
One Earth,2590-3330,2590-3322, GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,14.944,Q1,SCIE
One Earth,2590-3330,2590-3322, ENVIRONMENTAL SCIENCES,14.944,Q1,SCIE
ECONOMIC GEOGRAPHY,0013-0095,1944-8287,GEOGRAPHY,14.921,Q1,SSCI
ECONOMIC GEOGRAPHY,0013-0095,1944-8287, ECONOMICS,14.921,Q1,SSCI
PROCEEDINGS OF THE IEEE,0018-9219,1558-2256,"ENGINEERING, ELECTRICAL & ELECTRONIC",14.91,Q1,SCIE
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,0165-9936,1879-3142,"CHEMISTRY, ANALYTICAL",14.908,Q1,SCIE
JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,0092-0703,1552-7824,BUSINESS,14.904,Q1,SSCI
Acta Pharmaceutica Sinica B,2211-3835,2211-3843,PHARMACOLOGY & PHARMACY,14.903,Q1,SCIE
Annual Review of Food Science and Technology,1941-1413,1941-1421,FOOD SCIENCE & TECHNOLOGY,14.714,Q1,SCIE
ALLERGY,0105-4538,1398-9995,IMMUNOLOGY,14.71,Q1,SCIE
ALLERGY,0105-4538,1398-9995, ALLERGY,14.71,Q1,SCIE
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,1873-1198,"COMPUTER SCIENCE, INFORMATION SYSTEMS",14.682,Q1,SCIE
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,1873-1198, MANAGEMENT,14.682,Q1,SSCI
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,1873-1198, INFORMATION SCIENCE & LIBRARY SCIENCE,14.682,Q1,SSCI
AMERICAN JOURNAL OF BIOETHICS,1526-5161,1536-0075,SOCIAL ISSUES,14.676,Q1,SSCI
AMERICAN JOURNAL OF BIOETHICS,1526-5161,1536-0075, ETHICS,14.676,Q1,SSCI
AMERICAN JOURNAL OF BIOETHICS,1526-5161,1536-0075," SOCIAL SCIENCES, BIOMEDICAL",14.676,Q1,SSCI
AMERICAN JOURNAL OF BIOETHICS,1526-5161,1536-0075, MEDICAL ETHICS,14.676,Q1,SCIE
